1, 1.986491
1, 1.965731
1, 1.963739
1, 1.969895
1, 1.963437
1, 1.961405
1, 1.964275
1, 1.965253
2, 0.998362
2, 0.988096
2, 0.984734
2, 0.986545
2, 0.992819
2, 1.019281
2, 1.000600
2, 0.989687
3, 0.782477
3, 0.787778
3, 0.794673
3, 0.774266
3, 0.781675
3, 0.782682
3, 0.777253
3, 0.782550
4, 0.633064
4, 0.619163
4, 0.622907
4, 0.618820
4, 0.617177
4, 0.619201
4, 0.615166
4, 0.613749
5, 0.559705
5, 0.547722
5, 0.548976
5, 0.567149
5, 0.561380
5, 0.550558
5, 0.547316
5, 0.560654
6, 0.495975
6, 0.553201
6, 0.497072
6, 0.497237
6, 0.495471
6, 0.497377
6, 0.500461
6, 0.498922
7, 0.456720
7, 0.458117
7, 0.503174
7, 0.460147
7, 0.474933
7, 0.505885
7, 0.467724
7, 0.463513
8, 0.427220
8, 0.433733
8, 0.433342
8, 0.431336
8, 0.437117
8, 0.434056
8, 0.440981
8, 0.434767
9, 0.408973
9, 0.411747
9, 0.409700
9, 0.432086
9, 0.415142
9, 0.418589
9, 0.416932
9, 0.415915
10, 0.395032
10, 0.405899
10, 0.395990
10, 0.401496
10, 0.396344
10, 0.396050
10, 0.404086
10, 0.396259
11, 0.374725
11, 0.379753
11, 0.374679
11, 0.375449
11, 0.375578
11, 0.413186
11, 0.427508
11, 0.425863
12, 0.406637
12, 0.410367
12, 0.409686
12, 0.410011
12, 0.408880
12, 0.408484
12, 0.408803
12, 0.411336
