1, 6.659120
1, 6.659481
1, 6.659779
1, 6.659904
1, 6.659750
1, 6.660063
1, 6.660238
1, 6.661435
2, 3.330826
2, 3.341568
2, 3.331473
2, 3.331818
2, 3.339981
2, 3.331330
2, 3.340187
2, 3.340830
3, 2.221375
3, 2.221381
3, 2.221315
3, 2.221698
3, 2.247469
3, 2.221410
3, 2.221301
3, 2.221005
4, 1.666643
4, 1.838534
4, 1.671220
4, 1.670554
4, 1.812786
4, 1.666445
4, 1.667474
4, 1.667173
5, 1.333389
5, 1.333614
5, 1.337421
5, 1.343258
5, 1.334027
5, 1.333934
5, 1.333467
5, 1.336778
6, 1.119713
6, 1.111583
6, 1.124637
6, 1.115323
6, 1.114599
6, 1.114611
6, 1.111762
6, 1.111510
7, 0.959671
7, 0.964316
7, 0.973297
7, 0.952862
7, 0.955548
7, 0.962227
7, 0.959663
7, 0.952845
8, 0.844354
8, 0.834057
8, 0.845502
8, 0.835838
8, 0.834176
8, 0.836183
8, 0.834098
8, 0.858548
