1, 2.042052
1, 1.969646
1, 1.969399
1, 1.966536
1, 1.971823
1, 1.966032
1, 1.972080
1, 1.976715
1, 1.964809
1, 1.975500
2, 1.029008
2, 1.050990
2, 1.041565
2, 1.049709
2, 1.042155
2, 1.038213
2, 1.038396
2, 1.047310
2, 1.055394
2, 1.040914
3, 0.818030
3, 0.817285
3, 0.824977
3, 0.818993
3, 0.818312
3, 0.811934
3, 0.816352
3, 0.819751
3, 0.811011
3, 0.815635
4, 0.685832
4, 0.688713
4, 0.677444
4, 0.685952
4, 0.682359
4, 0.678083
4, 0.682891
4, 0.678489
4, 0.685014
4, 0.684180
5, 0.631788
5, 0.653532
5, 0.658507
5, 0.632541
5, 0.639547
5, 0.637660
5, 0.639405
5, 0.663432
5, 0.633333
5, 0.637941
6, 0.605043
6, 0.605453
6, 0.603555
6, 0.618020
6, 0.601872
6, 0.600752
6, 0.618701
6, 0.608422
6, 0.601178
6, 0.603783
7, 0.576123
7, 0.566795
7, 0.575024
7, 0.583103
7, 0.572299
7, 0.584221
7, 0.573161
7, 0.578742
7, 0.582017
7, 0.579363
8, 0.552063
8, 0.542033
8, 0.535618
8, 0.550855
8, 0.547206
8, 0.536723
8, 0.543676
8, 0.542791
8, 0.557735
8, 0.542264
9, 0.530083
9, 0.525539
9, 0.527750
9, 0.521096
9, 0.529243
9, 0.526865
9, 0.529847
9, 0.527494
9, 0.526333
9, 0.528098
10, 0.501837
10, 0.494530
10, 0.500844
10, 0.499206
10, 0.497180
10, 0.497296
10, 0.502012
10, 0.502250
10, 0.495892
10, 0.499346
11, 0.486249
11, 0.478911
11, 0.482834
11, 0.498596
11, 0.477095
11, 0.480461
11, 0.483618
11, 0.486421
11, 0.477308
11, 0.480599
12, 0.483608
12, 0.457479
12, 0.460035
12, 0.461702
12, 0.459725
12, 0.458471
12, 0.456731
12, 0.459130
12, 0.464991
12, 0.484157
13, 0.458957
13, 0.468504
13, 0.462913
13, 0.469658
13, 0.461332
13, 0.463073
13, 0.465456
13, 0.458189
13, 0.474578
13, 0.461546
14, 0.459916
14, 0.459681
14, 0.466932
14, 0.468348
14, 0.471993
14, 0.464013
14, 0.475978
14, 0.474848
14, 0.486679
14, 0.474592
15, 0.486059
15, 0.461857
15, 0.467236
15, 0.470060
15, 0.473856
15, 0.466870
15, 0.471887
15, 0.474767
15, 0.495311
15, 0.471058
16, 0.472605
16, 0.497597
16, 0.496384
16, 0.483260
16, 0.504484
16, 0.495964
16, 0.497942
16, 0.500680
16, 0.470523
16, 0.471201


