1, 5.048561
1, 5.046762
1, 5.046887
1, 5.047170
1, 5.047058
1, 5.047056
1, 5.047394
1, 5.047162
1, 5.046703
1, 5.046576
2, 2.525167
2, 2.548516
2, 2.525313
2, 2.552336
2, 2.525242
2, 2.525014
2, 2.525356
2, 2.524423
2, 2.548374
2, 2.524794
3, 1.703185
3, 1.685669
3, 1.685250
3, 1.685714
3, 1.692329
3, 1.690609
3, 1.684895
3, 1.690908
3, 1.696347
3, 1.685304
4, 1.276582
4, 1.291453
4, 1.281542
4, 1.275489
4, 1.270414
4, 1.271619
4, 1.271143
4, 1.270682
4, 1.270931
4, 1.271775
5, 1.075804
5, 1.078349
5, 1.075643
5, 1.075690
5, 1.078750
5, 1.075744
5, 1.083495
5, 1.097925
5, 1.078249
5, 1.075686
6, 0.901082
6, 0.896745
6, 0.896874
6, 0.896642
6, 0.896822
6, 0.899485
6, 0.899352
6, 0.899129
6, 0.899010
6, 0.896853
7, 0.768808
7, 0.768679
7, 0.770917
7, 0.768918
7, 0.768708
7, 0.768771
7, 0.769697
7, 0.775614
7, 0.790557
7, 0.801256
8, 0.672938
8, 0.675374
8, 0.672623
8, 0.672793
8, 0.694539
8, 0.697392
8, 0.684105
8, 0.678603
8, 0.675378
8, 0.677509
